Subject Activity variable Avg
14 STANDING BodyGyroJerkAvg-X -0.100718458866667
14 WALKING BodyGyroJerkAvg-X -0.110656054802153
14 WALKING_DOWNSTAIRS BodyGyroJerkAvg-X -0.108620377713333
14 WALKING_UPSTAIRS BodyGyroJerkAvg-X -0.128266667862963
15 LAYING BodyGyroJerkAvg-X -0.102266714236111
15 SITTING BodyGyroJerkAvg-X -0.0953649067966102
15 STANDING BodyGyroJerkAvg-X -0.101358786226415
15 WALKING BodyGyroJerkAvg-X -0.0776692754648148
15 WALKING_DOWNSTAIRS BodyGyroJerkAvg-X -0.0482532079928571
15 WALKING_UPSTAIRS BodyGyroJerkAvg-X -0.144485986527083
16 LAYING BodyGyroJerkAvg-X -0.1022095722
16 SITTING BodyGyroJerkAvg-X -0.0957204520289855
16 STANDING BodyGyroJerkAvg-X -0.100107332602564
16 WALKING BodyGyroJerkAvg-X -0.110917348282353
16 WALKING_DOWNSTAIRS BodyGyroJerkAvg-X -0.103904044543617
16 WALKING_UPSTAIRS BodyGyroJerkAvg-X -0.140908293613922
17 LAYING BodyGyroJerkAvg-X -0.102049763957746
17 SITTING BodyGyroJerkAvg-X -0.094247696875
17 STANDING BodyGyroJerkAvg-X -0.101289168653846
17 WALKING BodyGyroJerkAvg-X -0.109959237927869
17 WALKING_DOWNSTAIRS BodyGyroJerkAvg-X -0.1077700285
17 WALKING_UPSTAIRS BodyGyroJerkAvg-X -0.142655397660417
18 LAYING BodyGyroJerkAvg-X -0.0997154236307692
18 SITTING BodyGyroJerkAvg-X -0.0954723233684211
18 STANDING BodyGyroJerkAvg-X -0.0987174024657534
18 WALKING BodyGyroJerkAvg-X -0.0966435295642857
18 WALKING_DOWNSTAIRS BodyGyroJerkAvg-X -0.0836566573181818
18 WALKING_UPSTAIRS BodyGyroJerkAvg-X -0.0899953036658621
19 LAYING BodyGyroJerkAvg-X -0.0956018266746988
19 SITTING BodyGyroJerkAvg-X -0.100986131452055
19 STANDING BodyGyroJerkAvg-X -0.0990467890520548
19 WALKING BodyGyroJerkAvg-X -0.0832353261384615
19 WALKING_DOWNSTAIRS BodyGyroJerkAvg-X -0.0337429578461538
19 WALKING_UPSTAIRS BodyGyroJerkAvg-X -0.1018063044
20 LAYING BodyGyroJerkAvg-X -0.0995033069117647
20 SITTING BodyGyroJerkAvg-X -0.0959970816060606
20 STANDING BodyGyroJerkAvg-X -0.102049132684932
20 WALKING BodyGyroJerkAvg-X -0.0679992365372549
20 WALKING_DOWNSTAIRS BodyGyroJerkAvg-X -0.0452503065777778
20 WALKING_UPSTAIRS BodyGyroJerkAvg-X -0.148389168870392
21 LAYING BodyGyroJerkAvg-X -0.0964118375066667
21 SITTING BodyGyroJerkAvg-X -0.101114775129412
21 STANDING BodyGyroJerkAvg-X -0.103199796370787
21 WALKING BodyGyroJerkAvg-X -0.0868767709153846
21 WALKING_DOWNSTAIRS BodyGyroJerkAvg-X -0.0726461849022222
21 WALKING_UPSTAIRS BodyGyroJerkAvg-X -0.144351492595745
22 LAYING BodyGyroJerkAvg-X -0.100203934722222
22 SITTING BodyGyroJerkAvg-X -0.0986493161935484
22 STANDING BodyGyroJerkAvg-X -0.0975013472380952
22 WALKING BodyGyroJerkAvg-X -0.132977562363043
22 WALKING_DOWNSTAIRS BodyGyroJerkAvg-X -0.0901744530194444
22 WALKING_UPSTAIRS BodyGyroJerkAvg-X -0.148450080695476
23 LAYING BodyGyroJerkAvg-X -0.102024922819444
23 SITTING BodyGyroJerkAvg-X -0.0967422192647059
23 STANDING BodyGyroJerkAvg-X -0.0981481050441177
23 WALKING BodyGyroJerkAvg-X -0.0578128239067797
23 WALKING_DOWNSTAIRS BodyGyroJerkAvg-X -0.117725824412963
23 WALKING_UPSTAIRS BodyGyroJerkAvg-X -0.109913094117647
24 LAYING BodyGyroJerkAvg-X -0.102813809652778
24 SITTING BodyGyroJerkAvg-X -0.0951782658382353
24 STANDING BodyGyroJerkAvg-X -0.0991947719855072
24 WALKING BodyGyroJerkAvg-X -0.0625311679982759
24 WALKING_DOWNSTAIRS BodyGyroJerkAvg-X -0.0914145014654545
24 WALKING_UPSTAIRS BodyGyroJerkAvg-X -0.146800845605424
25 LAYING BodyGyroJerkAvg-X -0.101646999342466
25 SITTING BodyGyroJerkAvg-X -0.0954801379692308
25 STANDING BodyGyroJerkAvg-X -0.100473697756757
25 WALKING BodyGyroJerkAvg-X -0.102377269321622
25 WALKING_DOWNSTAIRS BodyGyroJerkAvg-X -0.127952445399655
25 WALKING_UPSTAIRS BodyGyroJerkAvg-X -0.126481161061538
26 LAYING BodyGyroJerkAvg-X -0.100368640868421
26 SITTING BodyGyroJerkAvg-X -0.095984817
26 STANDING BodyGyroJerkAvg-X -0.100355997108108
26 WALKING BodyGyroJerkAvg-X -0.099411456038983
26 WALKING_DOWNSTAIRS BodyGyroJerkAvg-X -0.0992465275036
26 WALKING_UPSTAIRS BodyGyroJerkAvg-X -0.0975590199454545
27 LAYING BodyGyroJerkAvg-X -0.101147695256757
27 SITTING BodyGyroJerkAvg-X -0.0951635808
27 STANDING BodyGyroJerkAvg-X -0.0987605078625
27 WALKING BodyGyroJerkAvg-X -0.0786163508824035
27 WALKING_DOWNSTAIRS BodyGyroJerkAvg-X -0.0515814754272727
27 WALKING_UPSTAIRS BodyGyroJerkAvg-X -0.0937518711117647
28 LAYING BodyGyroJerkAvg-X -0.1045116270375
28 SITTING BodyGyroJerkAvg-X -0.0953935055833333
28 STANDING BodyGyroJerkAvg-X -0.102248409070886
28 WALKING BodyGyroJerkAvg-X -0.092974671262963
28 WALKING_DOWNSTAIRS BodyGyroJerkAvg-X -0.0266492977565217
28 WALKING_UPSTAIRS BodyGyroJerkAvg-X -0.080568055454902
29 LAYING BodyGyroJerkAvg-X -0.0995339880724638
29 SITTING BodyGyroJerkAvg-X -0.0953636995833333
29 STANDING BodyGyroJerkAvg-X -0.0988701505538462
29 WALKING BodyGyroJerkAvg-X -0.10688830318283
29 WALKING_DOWNSTAIRS BodyGyroJerkAvg-X -0.0743986469979167
29 WALKING_UPSTAIRS BodyGyroJerkAvg-X -0.130429072653061
30 LAYING BodyGyroJerkAvg-X -0.102277358585714
30 SITTING BodyGyroJerkAvg-X -0.095270767516129
30 STANDING BodyGyroJerkAvg-X -0.0997160228220339
30 WALKING BodyGyroJerkAvg-X -0.0873839917276923
30 WALKING_DOWNSTAIRS BodyGyroJerkAvg-X -0.0615954583870968
30 WALKING_UPSTAIRS BodyGyroJerkAvg-X -0.108414261326154
1 LAYING BodyGyroJerkAvg-Y -0.04151728689
1 SITTING BodyGyroJerkAvg-Y -0.0402118124255319
1 STANDING BodyGyroJerkAvg-Y -0.0440627877924528
1 WALKING BodyGyroJerkAvg-Y -0.0398428709463158
1 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Y -0.0439902783367347
1 WALKING_UPSTAIRS BodyGyroJerkAvg-Y -0.0421485884509434
2 LAYING BodyGyroJerkAvg-Y -0.0358590176083333
2 SITTING BodyGyroJerkAvg-Y -0.0415602029130435
2 STANDING BodyGyroJerkAvg-Y -0.042241953537037
2 WALKING BodyGyroJerkAvg-Y -0.0538299449067797
2 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Y -0.0421470257531915
2 WALKING_UPSTAIRS BodyGyroJerkAvg-Y -0.0424053708458333
3 LAYING BodyGyroJerkAvg-Y -0.0389771765322581
3 SITTING BodyGyroJerkAvg-Y -0.0360909881807692
3 STANDING BodyGyroJerkAvg-Y -0.0472415819016393
3 WALKING BodyGyroJerkAvg-Y -0.0387874651724138
3 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Y -0.0391567930959184
3 WALKING_UPSTAIRS BodyGyroJerkAvg-Y -0.0400372510491525
4 LAYING BodyGyroJerkAvg-Y -0.0381230432222222
4 SITTING BodyGyroJerkAvg-Y -0.041848389996
4 STANDING BodyGyroJerkAvg-Y -0.0461257201357143
4 WALKING BodyGyroJerkAvg-Y -0.0393474489133333
4 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Y -0.0348434913444444
4 WALKING_UPSTAIRS BodyGyroJerkAvg-Y -0.0390508828865385
5 LAYING BodyGyroJerkAvg-Y -0.0404446925288462
5 SITTING BodyGyroJerkAvg-Y -0.0454702982386364
5 STANDING BodyGyroJerkAvg-Y -0.0399108188821429
5 WALKING BodyGyroJerkAvg-Y -0.0449559531089286
5 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Y -0.0708296588478723
5 WALKING_UPSTAIRS BodyGyroJerkAvg-Y -0.0559895777393617
6 LAYING BodyGyroJerkAvg-Y -0.0424104289992982
6 SITTING BodyGyroJerkAvg-Y -0.0333986700025455
6 STANDING BodyGyroJerkAvg-Y -0.0428828304736842
6 WALKING BodyGyroJerkAvg-Y -0.0362308971842105
6 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Y -0.0768089915604167
6 WALKING_UPSTAIRS BodyGyroJerkAvg-Y -0.0457705354509804
7 LAYING BodyGyroJerkAvg-Y -0.0358897425826923
7 SITTING BodyGyroJerkAvg-Y -0.0396444885
7 STANDING BodyGyroJerkAvg-Y -0.0412797611886792
7 WALKING BodyGyroJerkAvg-Y -0.0447766029745614
7 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Y -0.0381904275744681
7 WALKING_UPSTAIRS BodyGyroJerkAvg-Y -0.0482219105196078
8 LAYING BodyGyroJerkAvg-Y -0.0389735198722222
8 SITTING BodyGyroJerkAvg-Y -0.0402673770652174
8 STANDING BodyGyroJerkAvg-Y -0.0485190684259259
8 WALKING BodyGyroJerkAvg-Y -0.0314880905541667
8 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Y -0.0534969692794737
8 WALKING_UPSTAIRS BodyGyroJerkAvg-Y -0.027919577097561
9 LAYING BodyGyroJerkAvg-Y -0.027552256948
9 SITTING BodyGyroJerkAvg-Y -0.046663441472
9 STANDING BodyGyroJerkAvg-Y -0.0419199574333333
9 WALKING BodyGyroJerkAvg-Y -0.0356283427038462
9 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Y -0.0597608334619048
9 WALKING_UPSTAIRS BodyGyroJerkAvg-Y -0.0302797452408163
10 LAYING BodyGyroJerkAvg-Y -0.0388797920413793
10 SITTING BodyGyroJerkAvg-Y -0.0411216540925926
10 STANDING BodyGyroJerkAvg-Y -0.0371593000727273
10 WALKING BodyGyroJerkAvg-Y -0.0519204981037736
10 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Y -0.0489378053157895
10 WALKING_UPSTAIRS BodyGyroJerkAvg-Y -0.0372348522521277
11 LAYING BodyGyroJerkAvg-Y -0.0412391429298246
11 SITTING BodyGyroJerkAvg-Y -0.0392813049264151
11 STANDING BodyGyroJerkAvg-Y -0.0395992140851064
11 WALKING BodyGyroJerkAvg-Y -0.0514172549559322
11 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Y -0.0520272987304348
11 WALKING_UPSTAIRS BodyGyroJerkAvg-Y -0.0719834687944444
12 LAYING BodyGyroJerkAvg-Y -0.0410675310833333
12 SITTING BodyGyroJerkAvg-Y -0.0387477474705882
12 STANDING BodyGyroJerkAvg-Y -0.0409520826508197
12 WALKING BodyGyroJerkAvg-Y -0.049852604592
12 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Y -0.0609177195869565
12 WALKING_UPSTAIRS BodyGyroJerkAvg-Y -0.0335406569057692
13 LAYING BodyGyroJerkAvg-Y -0.0417744000370968
13 SITTING BodyGyroJerkAvg-Y -0.041036688077551
13 STANDING BodyGyroJerkAvg-Y -0.0412872577807018
13 WALKING BodyGyroJerkAvg-Y -0.0319849271912281
13 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Y -0.0669414080765958
13 WALKING_UPSTAIRS BodyGyroJerkAvg-Y -0.0453051954036364
14 LAYING BodyGyroJerkAvg-Y -0.0372677398193922
14 SITTING BodyGyroJerkAvg-Y -0.0434577295055556
14 STANDING BodyGyroJerkAvg-Y -0.04500967927
14 WALKING BodyGyroJerkAvg-Y -0.0438969529084746
14 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Y -0.0740589810844444
14 WALKING_UPSTAIRS BodyGyroJerkAvg-Y -0.0207749732407407
15 LAYING BodyGyroJerkAvg-Y -0.0415878968152778
15 SITTING BodyGyroJerkAvg-Y -0.0396068774557627
15 STANDING BodyGyroJerkAvg-Y -0.0438507492018868
15 WALKING BodyGyroJerkAvg-Y -0.0552536572125926
15 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Y -0.0495415503071429
15 WALKING_UPSTAIRS BodyGyroJerkAvg-Y -0.0365419164020833
16 LAYING BodyGyroJerkAvg-Y -0.0347735325871429
16 SITTING BodyGyroJerkAvg-Y -0.0450369280637681
16 STANDING BodyGyroJerkAvg-Y -0.0424982241410256
16 WALKING BodyGyroJerkAvg-Y -0.0433876843176471
16 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Y -0.0567686629753191
16 WALKING_UPSTAIRS BodyGyroJerkAvg-Y -0.0296211298558824
17 LAYING BodyGyroJerkAvg-Y -0.0361961143943662
17 SITTING BodyGyroJerkAvg-Y -0.0411134199378125
17 STANDING BodyGyroJerkAvg-Y -0.0404518753974359
17 WALKING BodyGyroJerkAvg-Y -0.0379251328622951
17 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Y -0.0381702367441304
17 WALKING_UPSTAIRS BodyGyroJerkAvg-Y -0.0414496328508333
18 LAYING BodyGyroJerkAvg-Y -0.0393440191846154
18 SITTING BodyGyroJerkAvg-Y -0.0397125591491228
18 STANDING BodyGyroJerkAvg-Y -0.0406573412739726
18 WALKING BodyGyroJerkAvg-Y -0.0433771125875
18 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Y -0.0509120258890909
18 WALKING_UPSTAIRS BodyGyroJerkAvg-Y -0.0527472610827586
19 LAYING BodyGyroJerkAvg-Y -0.0371476597051807
19 SITTING BodyGyroJerkAvg-Y -0.0425170215068493
19 STANDING BodyGyroJerkAvg-Y -0.0422918533780822
19 WALKING BodyGyroJerkAvg-Y -0.0307128442115385
19 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Y -0.0394612603358974
19 WALKING_UPSTAIRS BodyGyroJerkAvg-Y -0.0346288461475
20 LAYING BodyGyroJerkAvg-Y -0.038776298
20 SITTING BodyGyroJerkAvg-Y -0.0407299244348485
20 STANDING BodyGyroJerkAvg-Y -0.0432152397506849
20 WALKING BodyGyroJerkAvg-Y -0.0514175758627451
20 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Y -0.0577371504488889
20 WALKING_UPSTAIRS BodyGyroJerkAvg-Y -0.0189816250372549
21 LAYING BodyGyroJerkAvg-Y -0.0346275066055556
21 SITTING BodyGyroJerkAvg-Y -0.0391483428502824
21 STANDING BodyGyroJerkAvg-Y -0.0404300756516854
21 WALKING BodyGyroJerkAvg-Y -0.0515650260576923
21 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Y -0.07359521674
21 WALKING_UPSTAIRS BodyGyroJerkAvg-Y -0.0132022768074468
22 LAYING BodyGyroJerkAvg-Y -0.037608730565
22 SITTING BodyGyroJerkAvg-Y -0.0423409822741935
22 STANDING BodyGyroJerkAvg-Y -0.0420998733444444
22 WALKING BodyGyroJerkAvg-Y -0.0321910702173913
22 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Y -0.0355171408083333
22 WALKING_UPSTAIRS BodyGyroJerkAvg-Y -0.0381312609738095
23 LAYING BodyGyroJerkAvg-Y -0.0372449750569444
23 SITTING BodyGyroJerkAvg-Y -0.0434602554691176
23 STANDING BodyGyroJerkAvg-Y -0.0416774165735294
23 WALKING BodyGyroJerkAvg-Y -0.0516704755661017
23 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Y -0.0352891614740741
23 WALKING_UPSTAIRS BodyGyroJerkAvg-Y -0.0523943787039216
24 LAYING BodyGyroJerkAvg-Y -0.0382323710416667
24 SITTING BodyGyroJerkAvg-Y -0.040616936
24 STANDING BodyGyroJerkAvg-Y -0.0431738608
24 WALKING BodyGyroJerkAvg-Y -0.0502895008551724
24 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Y -0.0291766311418182
24 WALKING_UPSTAIRS BodyGyroJerkAvg-Y -0.0317350582050847
25 LAYING BodyGyroJerkAvg-Y -0.0426718870280822
25 SITTING BodyGyroJerkAvg-Y -0.0391651423907692
25 STANDING BodyGyroJerkAvg-Y -0.0418294632148649
25 WALKING BodyGyroJerkAvg-Y -0.0398986518064865
25 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Y -0.0415203345874138
25 WALKING_UPSTAIRS BodyGyroJerkAvg-Y -0.0281452998369231
26 LAYING BodyGyroJerkAvg-Y -0.0396682720394737
26 SITTING BodyGyroJerkAvg-Y -0.0403070205666667
26 STANDING BodyGyroJerkAvg-Y -0.0409011992972973
26 WALKING BodyGyroJerkAvg-Y -0.0456538283033898
26 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Y -0.037268109685
26 WALKING_UPSTAIRS BodyGyroJerkAvg-Y -0.0386244096705455
27 LAYING BodyGyroJerkAvg-Y -0.0362186160902703
27 SITTING BodyGyroJerkAvg-Y -0.0396410809285714
27 STANDING BodyGyroJerkAvg-Y -0.0417471753375
27 WALKING BodyGyroJerkAvg-Y -0.0476974404561403
27 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Y -0.0642023574227273
27 WALKING_UPSTAIRS BodyGyroJerkAvg-Y -0.0509235220237255
28 LAYING BodyGyroJerkAvg-Y -0.03560100499625
28 SITTING BodyGyroJerkAvg-Y -0.0408007786402778
28 STANDING BodyGyroJerkAvg-Y -0.0431364662518987
28 WALKING BodyGyroJerkAvg-Y -0.0515394449611111
28 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Y -0.0570410865136957
28 WALKING_UPSTAIRS BodyGyroJerkAvg-Y -0.0492552129156863
29 LAYING BodyGyroJerkAvg-Y -0.0386768295072464
29 SITTING BodyGyroJerkAvg-Y -0.040001843485
29 STANDING BodyGyroJerkAvg-Y -0.0405110578461538
29 WALKING BodyGyroJerkAvg-Y -0.0479898124113208
29 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Y -0.0671482305364583
29 WALKING_UPSTAIRS BodyGyroJerkAvg-Y -0.0511035119816327
30 LAYING BodyGyroJerkAvg-Y -0.0384875867528571
30 SITTING BodyGyroJerkAvg-Y -0.0407930587264516
30 STANDING BodyGyroJerkAvg-Y -0.0437759700423729
30 WALKING BodyGyroJerkAvg-Y -0.0617028868769231
30 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Y -0.0496807640258064
30 WALKING_UPSTAIRS BodyGyroJerkAvg-Y -0.0141113353615385
1 LAYING BodyGyroJerkAvg-Z -0.0740501211
1 SITTING BodyGyroJerkAvg-Z -0.046702627
1 STANDING BodyGyroJerkAvg-Z -0.0489505466716981
1 WALKING BodyGyroJerkAvg-Z -0.0461309295021053
1 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Z -0.0270461061061224
1 WALKING_UPSTAIRS BodyGyroJerkAvg-Z -0.0407125527654717
2 LAYING BodyGyroJerkAvg-Z -0.0701783020833333
2 SITTING BodyGyroJerkAvg-Z -0.04358509665
2 STANDING BodyGyroJerkAvg-Z -0.0546539479425926
2 WALKING BodyGyroJerkAvg-Z -0.0514939156830508
2 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Z -0.0710229816893617
2 WALKING_UPSTAIRS BodyGyroJerkAvg-Z -0.0445157481625
3 LAYING BodyGyroJerkAvg-Z -0.06873387
3 SITTING BodyGyroJerkAvg-Z -0.0590079966686538
3 STANDING BodyGyroJerkAvg-Z -0.0416832156688525
3 WALKING BodyGyroJerkAvg-Z -0.0503616100815517
3 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Z -0.0416193131122449
3 WALKING_UPSTAIRS BodyGyroJerkAvg-Z -0.0498180874305085
4 LAYING BodyGyroJerkAvg-Z -0.0712156288333333
4 SITTING BodyGyroJerkAvg-Z -0.0489964351672
4 STANDING BodyGyroJerkAvg-Z -0.0490753497867857
4 WALKING BodyGyroJerkAvg-Z -0.0551166852766667
4 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Z -0.0492836435688889
4 WALKING_UPSTAIRS BodyGyroJerkAvg-Z -0.0722496260807692
5 LAYING BodyGyroJerkAvg-Z -0.07083096875
5 SITTING BodyGyroJerkAvg-Z -0.0487714733568182
5 STANDING BodyGyroJerkAvg-Z -0.0422221341625
5 WALKING BodyGyroJerkAvg-Z -0.0482679596035714
5 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Z -0.0399656935617021
5 WALKING_UPSTAIRS BodyGyroJerkAvg-Z -0.0534895401
6 LAYING BodyGyroJerkAvg-Z -0.0717774743859649
6 SITTING BodyGyroJerkAvg-Z -0.0465504310978182
6 STANDING BodyGyroJerkAvg-Z -0.0506432189438596
6 WALKING BodyGyroJerkAvg-Z -0.0539597284210526
6 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Z -0.0372228650416667
6 WALKING_UPSTAIRS BodyGyroJerkAvg-Z -0.0576800048435294
7 LAYING BodyGyroJerkAvg-Z -0.0671901794615385
7 SITTING BodyGyroJerkAvg-Z -0.0454566269166667
7 STANDING BodyGyroJerkAvg-Z -0.0545390015471698
7 WALKING BodyGyroJerkAvg-Z -0.0495713093294737
7 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Z -0.0789469342553192
7 WALKING_UPSTAIRS BodyGyroJerkAvg-Z -0.072451747827451
8 LAYING BodyGyroJerkAvg-Z -0.0694123150925926
8 SITTING BodyGyroJerkAvg-Z -0.0445732240217391
8 STANDING BodyGyroJerkAvg-Z -0.0478483225666667
8 WALKING BodyGyroJerkAvg-Z -0.0522683965333333
8 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Z -0.0867903297078947
8 WALKING_UPSTAIRS BodyGyroJerkAvg-Z -0.0534090382439024
9 LAYING BodyGyroJerkAvg-Z -0.0569490475
9 SITTING BodyGyroJerkAvg-Z -0.052841489994
9 STANDING BodyGyroJerkAvg-Z -0.0575743131488889
9 WALKING BodyGyroJerkAvg-Z -0.0633406620592308
9 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Z -0.0678080598785714
9 WALKING_UPSTAIRS BodyGyroJerkAvg-Z -0.0236327911183673
10 LAYING BodyGyroJerkAvg-Z -0.0590744912758621
10 SITTING BodyGyroJerkAvg-Z -0.048941191502963
10 STANDING BodyGyroJerkAvg-Z -0.0584162547045455
10 WALKING BodyGyroJerkAvg-Z -0.0611262928849057
10 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Z -0.0720413112078947
10 WALKING_UPSTAIRS BodyGyroJerkAvg-Z -0.036502173787234
11 LAYING BodyGyroJerkAvg-Z -0.0666957489649123
11 SITTING BodyGyroJerkAvg-Z -0.0505395462396226
11 STANDING BodyGyroJerkAvg-Z -0.0524732752340426
11 WALKING BodyGyroJerkAvg-Z -0.0342677451
11 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Z -0.0373048405934783
11 WALKING_UPSTAIRS BodyGyroJerkAvg-Z -0.046076149625
12 LAYING BodyGyroJerkAvg-Z -0.0678909002816667
12 SITTING BodyGyroJerkAvg-Z -0.0515634091411765
12 STANDING BodyGyroJerkAvg-Z -0.0482863736885246
12 WALKING BodyGyroJerkAvg-Z -0.0467338151926
12 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Z -0.0653239980021739
12 WALKING_UPSTAIRS BodyGyroJerkAvg-Z -0.0653167291865385
13 LAYING BodyGyroJerkAvg-Z -0.0648770419677419
13 SITTING BodyGyroJerkAvg-Z -0.0466121595938776
13 STANDING BodyGyroJerkAvg-Z -0.053926078122807
13 WALKING BodyGyroJerkAvg-Z -0.0636693233473684
13 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Z -0.0512020476
13 WALKING_UPSTAIRS BodyGyroJerkAvg-Z -0.0661653916327273
14 LAYING BodyGyroJerkAvg-Z -0.0566171868039216
14 SITTING BodyGyroJerkAvg-Z -0.0520121608148148
14 STANDING BodyGyroJerkAvg-Z -0.0509036177765
14 WALKING BodyGyroJerkAvg-Z -0.0388825919508475
14 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Z -0.0615978795422222
14 WALKING_UPSTAIRS BodyGyroJerkAvg-Z -0.0137237620296296
15 LAYING BodyGyroJerkAvg-Z -0.0624334556236111
15 SITTING BodyGyroJerkAvg-Z -0.0524148341983051
15 STANDING BodyGyroJerkAvg-Z -0.052278397190566
15 WALKING BodyGyroJerkAvg-Z -0.0510976492333333
15 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Z -0.0339213064857143
15 WALKING_UPSTAIRS BodyGyroJerkAvg-Z -0.0767242496041667
16 LAYING BodyGyroJerkAvg-Z -0.0576790435142857
16 SITTING BodyGyroJerkAvg-Z -0.0588371273536232
16 STANDING BodyGyroJerkAvg-Z -0.0544335294410256
16 WALKING BodyGyroJerkAvg-Z -0.0532986670705882
16 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Z -0.0612136932929787
16 WALKING_UPSTAIRS BodyGyroJerkAvg-Z -0.035416300054902
17 LAYING BodyGyroJerkAvg-Z -0.0604927046338028
17 SITTING BodyGyroJerkAvg-Z -0.051090324421875
17 STANDING BodyGyroJerkAvg-Z -0.0546331330897436
17 WALKING BodyGyroJerkAvg-Z -0.0513807166754098
17 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Z -0.0582518846641304
17 WALKING_UPSTAIRS BodyGyroJerkAvg-Z -0.0223482086545833
18 LAYING BodyGyroJerkAvg-Z -0.0593135986615385
18 SITTING BodyGyroJerkAvg-Z -0.0523030404789474
18 STANDING BodyGyroJerkAvg-Z -0.0532384453013699
18 WALKING BodyGyroJerkAvg-Z -0.0502631568175
18 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Z -0.0570591813909091
18 WALKING_UPSTAIRS BodyGyroJerkAvg-Z -0.0692536211396552
19 LAYING BodyGyroJerkAvg-Z -0.0599161477951807
19 SITTING BodyGyroJerkAvg-Z -0.0590801684246575
19 STANDING BodyGyroJerkAvg-Z -0.0523769867072603
19 WALKING BodyGyroJerkAvg-Z -0.0603091962115385
19 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Z -0.0545565563487179
19 WALKING_UPSTAIRS BodyGyroJerkAvg-Z -0.0533545875525
20 LAYING BodyGyroJerkAvg-Z -0.0610028293088235
20 SITTING BodyGyroJerkAvg-Z -0.0465835149090909
20 STANDING BodyGyroJerkAvg-Z -0.051815224739726
20 WALKING BodyGyroJerkAvg-Z -0.0549273707529412
20 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Z -0.061531283
20 WALKING_UPSTAIRS BodyGyroJerkAvg-Z -0.0518985451176471
21 LAYING BodyGyroJerkAvg-Z -0.0601398663555556
21 SITTING BodyGyroJerkAvg-Z -0.0526409877294118
21 STANDING BodyGyroJerkAvg-Z -0.0538211740234831
21 WALKING BodyGyroJerkAvg-Z -0.0621192104076923
21 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Z -0.0788436473888889
21 WALKING_UPSTAIRS BodyGyroJerkAvg-Z -0.00694066389361702
22 LAYING BodyGyroJerkAvg-Z -0.0702723568194445
22 SITTING BodyGyroJerkAvg-Z -0.0517193986693548
22 STANDING BodyGyroJerkAvg-Z -0.0513179245555556
22 WALKING BodyGyroJerkAvg-Z -0.0569812455608696
22 WALKING_DOWNSTAIRS BodyGyroJerkAvg-Z -0.0481460161016667
22 WALKING_UPSTAIRS BodyGyroJerkAvg-Z -0.067457054547619
23 LAYING BodyGyroJerkAvg-Z -0.0621991626111111
23 SITTING BodyGyroJerkAvg-Z -0.0485561086867647
